Date,Boat name,Sample,Class,Item,Species,Quantity,Unit,Weight (kg),Rate (Price/kg),Total Price,Vendor,Remarks
20-12-2018,Hemavati,,Shrimp,Shrimp - tiny,,42,Basket,35.5,,5180,,"Approx 0.85kg per basket. Sold at 140, then 120"
20-12-2018,Hemavati,,Shrimp,Shrimp - tiny,,3,Crate,82.5,120,9900,,
02-01-2019,Hemavati,T-020119-01,Shrimp,Shrimp - tiny,,27,Basket,23,,3870,,Taken as approx 0.85kg per basket
04-01-2019,Soumya,T-040119-01,Shrimp,Shrimp - tiny,,13,Basket,11,150,1950,,Taken as approx 0.85kg per basket
30-01-2019,Omkar2,T-300119-01,Shrimp,Shrimp - tiny,,6,Basket,6,,200,,1 basket sold for 200. Rest given away/kept on board
10-02-2019,Akash,,Shrimp,Shrimp - tiny,,3,Basket,2.4,,750,,
11-02-2019,Soumya,T-110219-01,Shrimp,Shrimp - tiny,,4,Basket,4,350,1400,,Sold for extremely high rate!
15-11-2018,Dwarkadish,LVB91,Shrimp,Shrimp - white,,8,Basket,8,,4100,,
19-11-2018,Vittal Krupa,,Shrimp,Shrimp - white,,0.5,Basket,0.5,,,,Unsold - so kept for personal
23-11-2018,Nageshwar Prasad,,Shrimp,Shrimp - white,,1,Basket,1,600,600,,
06-12-2018,Omkar2,,Shrimp,Shrimp - white,,5,Basket,5,350,1750,,
11-12-2018,Dhanalakshmi,T-111218-01,Shrimp,Shrimp - white,,3,Basket,3,,1850,,Some tiger prawns also with these
24-12-2018,Soumya,T-241218-01,Shrimp,Shrimp - white,,3,Basket,3,450,1350,,
02-01-2019,Hemavati,T-020119-01,Shrimp,Shrimp - white,,6,Basket,5,,3000,,
04-01-2019,Soumya,T-040119-01,Shrimp,Shrimp - white,,2,Basket,1.7,500,850,,
09-01-2019,Vishaka,,Shrimp,Shrimp - white,,12,Basket,10,,2950,,
28-01-2019,Mangal Moorthi,T-280119-01,Shrimp,Shrimp - white,,11,Basket,8,525,4200,,
30-01-2019,Omkar2,T-300119-01,Shrimp,Shrimp - white,,1,Basket,1,,500,,
10-02-2019,Akash,,Shrimp,Shrimp - white,,2,Basket,1.5,,900,,Price estimated
11-02-2019,Soumya,T-110219-01,Shrimp,Shrimp - white,,,,3,,1350,,Quantity estimated
25-02-2019,Vittal Krupa,T-250219-01,Shrimp,Shrimp - white,,5,Basket,4,,,,One sold for 550.
04-03-2019,Kelbai,T-040319-01,Shrimp,Shrimp - white,,3,Basket,2,,,Centre,"Sent to centre, rate unknown"
11-03-2019,Badrakali,T-110319-01,Shrimp,Shrimp - white,,2,Basket,1.6,,1800,Centre,900/basket
18-03-2019,Badrakali,T-180319-01,Shrimp,Shrimp - white,,4,Basket,3,530,1590,Centre,Weight guessed and rate estimated from agent
23-03-2019,Arundaye,T-230319-01,Shrimp,Shrimp - white,,6,Basket,4.8,600,,,
25-03-2019,Badrakali,T-250319-01,Shrimp,Shrimp - white,,2,Basket,1.6,,500,,small!
23-11-2018,Nageshwar Prasad,,Shrimp,Snappers,Lutjanus sp.,1,Number,4,,1200,,1 big snapper
27-11-2018,Kohinoor,LVB94,Shrimp,Snappers,Lutjanus sp.,9,Number,6,,700,,
21-02-2019,Shri Ganesh,T-210219-01,Shrimp,Snappers,Lutjanus sp.,5,Number,25,,9800,,
23-03-2019,Arundaye,T-230319-01,Shrimp,Snappers,Lutjanus sp.,2,Number,1,,,,
15-11-2018,Dwarkadish,LVB91,Shrimp,Spadenose sharks,Scoliodon laticaudus,4,Number,2.5,,200,,
27-11-2018,Kohinoor,LVB94,Shrimp,Spadenose sharks,Scoliodon laticaudus,10,Number,3,,400,,44.5/F  43.5/F  Check elasmobranch sheet
29-11-2018,Ratna Bharti,T-291118-01,Shrimp,Spadenose sharks,Scoliodon laticaudus,9,Number,4.5,,600,,Elasmobranch sheet for measurements. 600 includes the hammerhead
07-02-2019,Krantiveer,T-070219-01,Shrimp,Spadenose sharks,Scoliodon laticaudus,2,Number,0.5,,,,
19-04-2019,Vishaka,T-190419-01,Shrimp,Spadenose sharks,Scoliodon laticaudus,1,Number,0.25,,,,Sold along with the wolf herrings. Tissue samples!
15-11-2018,Dwarkadish,LVB91,Shrimp,Spiny flathead,,2,Number,1.5,,50,,
27-11-2018,Kohinoor,LVB94,Shrimp,Spiny flathead,,5,Number,2,,100,,
24-12-2018,Soumya,T-241218-01,Shrimp,Spiny flathead,,2,Number,0.25,,,,
10-02-2019,Akash,,Shrimp,Spiny flathead,,1,Number,,,,,
25-03-2019,Badrakali,T-250319-01,Shrimp,Spiny flathead,,3,Number,1,,,,Sold along with rays. Few wolf herrings as well
25-12-2018,Darya Sagar,NS-251218-01,Shrimp,Spinycheek grouper,Epinephelus diacanthus,1,Basket,1,,50,,
27-02-2019,Dhanalakshmi3,T-270219-01,Shrimp,Spinycheek grouper,Epinephelus diacanthus,1,Basket,1.5,,30,,
04-03-2019,Kelbai,T-040319-01,Shrimp,Spinycheek grouper,Epinephelus diacanthus,3,Basket,3,50,150,,
08-03-2019,Siddaprasad,T-080319-01,Shrimp,Spinycheek grouper,Epinephelus diacanthus,0.5,Basket,1,,50,,
23-03-2019,Arundaye,T-230319-01,Shrimp,Spinycheek grouper,Epinephelus diacanthus,3.5,Basket,3.5,,,,
01-11-2018,Kelbai,LVB88,Shrimp,Squid,Uroteuthis duvaucelli,5,Basket,5,,800,,
03-11-2018,Shri Siddesh,NS18,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,10,,670,,Partly guestimated
09-11-2018,Kelbai,,Shrimp,Squid,Uroteuthis duvaucelli,1,Basket,1.5,,150,,
13-11-2018,Gandharva,LVB90,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,9,60,540,,Prices estimated from previous week. Double check
15-11-2018,Dwarkadish,LVB91,Shrimp,Squid,Uroteuthis duvaucelli,0.5,Basket,1,,50,,
27-11-2018,Kohinoor,LVB94,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,12,,2200,,7.5 kg of big squid sold at  200/kg
29-11-2018,Ratna Bharti,T-291118-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2,,450,,
03-12-2018,Ganadish,T-031218-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,3,,100,,Sold off in the end at a very low rate
05-12-2018,Dolphin,T-051118-01,Shrimp,Squid,Uroteuthis duvaucelli,7,Crate,210,,36250,Centre,"Didn't see the crates. Rate is ~125/kg for small, 225/kg for big. SO estimated as ~ 110kg small and 100kg big"
05-12-2018,Dolphin,T-051118-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2,,300,,Guessed
06-12-2018,Omkar2,,Shrimp,Squid,Uroteuthis duvaucelli,1,Basket,1,150,150,,Guestimated
11-12-2018,Dhanalakshmi,T-111218-01,Shrimp,Squid,Uroteuthis duvaucelli,3,Basket,3,,550,,"300 for 1, 250 for the other two"
24-12-2018,Soumya,T-241218-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2,,,,Kept for personal use?
02-01-2019,Hemavati,T-020119-01,Shrimp,Squid,Uroteuthis duvaucelli,6,Basket,6,,800,,"3 medium sized baskets (175,175,150) and 3 small sized (100x3). Some prices guessed"
04-01-2019,Soumya,T-040119-01,Shrimp,Squid,Uroteuthis duvaucelli,4,Basket,4,150,600,,
09-01-2019,Vishaka,,Shrimp,Squid,Uroteuthis duvaucelli,8,Basket,8,,650,,
,,,Shrimp,Squid,Uroteuthis duvaucelli,,,14.5,,2445,,
28-01-2019,Mangal Moorthi,T-280119-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2,,320,,
05-02-2019,Kohinoor,,Shrimp,Squid,Uroteuthis duvaucelli,14,Basket,19.6,,1900,,
11-02-2019,Soumya,T-110219-01,Shrimp,Squid,Uroteuthis duvaucelli,4,Basket,5.2,,950,,
13-02-2019,Mansarovar,T-130219-01,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,12,,960,,
21-02-2019,Shri Ganesh,T-210219-01,Shrimp,Squid,Uroteuthis duvaucelli,9,Basket,10.8,,1000,,Estimated
21-02-2019,Shri Ganesh,T-210219-01,Shrimp,Squid,Uroteuthis duvaucelli,1,Crate,30,,,,Unsold??!
25-02-2019,Vittal Krupa,T-250219-01,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,12,140,1680,,
27-02-2019,Dhanalakshmi3,T-270219-01,Shrimp,Squid,Uroteuthis duvaucelli,,,18,,2450,,
04-03-2019,Kelbai,T-040319-01,Shrimp,Squid,Uroteuthis duvaucelli,,,15,,,,Don't know where/if it was sold
08-03-2019,Siddaprasad,T-080319-01,Shrimp,Squid,Uroteuthis duvaucelli,7.5,Basket,9.5,,950,,"1 basket sold at 150, remaining 8kg at 100/kg"
13-03-2019,Chintamani,T-130819-01,Shrimp,Squid,Uroteuthis duvaucelli,0.25,Crate,8,125,1000,,Estimate
13-03-2019,Chintamani,T-130819-01,Shrimp,Squid,Uroteuthis duvaucelli,1,Basket,1.2,,130,,
15-03-2019,Kohinoor,T-150819-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2.5,,250,,
15-03-2019,Kohinoor,T-150819-01,Shrimp,Squid,Uroteuthis duvaucelli,,,25,150,3750,,
21-03-2019,Nageshwar Prasad,T-210319-01,Shrimp,Squid,Uroteuthis duvaucelli,1.5,Crate,45,,,Centre,Rate??
25-03-2019,Badrakali,T-250319-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2.5,,300,,
08-04-2019,Dhanalakshmi,,Shrimp,Squid,Uroteuthis duvaucelli,1,Basket,1.2,,120,,
17-04-2019,Dhanalakshmi2,T-170419-01,Shrimp,Squid,Uroteuthis duvaucelli,1,Basket,1,120,120,,
26-04-2019,Badrakali,T-260419-01,Shrimp,Squid,Uroteuthis duvaucelli,0.5,Basket,0.75,,70,,
29-04-2019,Bahubali,,Shrimp,Squid,Uroteuthis duvaucelli,0.25,Crate,8,100,800,,
12-12-2018,Omkar Ishwar,T-121218-01,Shrimp,Squid,Uroteuthis duvaucelli,,,5,230,1150,,
24-12-2018,Soumya,T-241218-01,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,11,150,1650,,
25-12-2018,Darya Sagar,NS-251218-01,Shrimp,Squid,Uroteuthis duvaucelli,1,Crate,40,180,7200,,
,,,Shrimp,Squid,Uroteuthis duvaucelli,0.5,Crate,14,,600,,
07-02-2019,Krantiveer,T-070219-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,3,,500,,Price estimated
25-02-2019,Vittal Krupa,T-250219-01,Shrimp,Squid,Uroteuthis duvaucelli,0.5,Crate,15,220,3300,,
04-03-2019,Kelbai,T-040319-01,Shrimp,Squid,Uroteuthis duvaucelli,,,10,190,1900,Swapnil,
11-03-2019,Badrakali,T-110319-01,Shrimp,Squid,,0.5,Crate,18,230,4140,,
13-03-2019,Chintamani,T-130819-01,Shrimp,Squid,Uroteuthis duvaucelli,0.75,Crate,24,190,4560,,
04-04-2019,Mansarovar,,Shrimp,Squid,Uroteuthis duvaucelli,,,3.8,200,760,,
21-03-2019,Nageshwar Prasad,T-210319-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2.5,,400,,
23-03-2019,Arundaye,T-230319-01,Shrimp,Squid,Uroteuthis duvaucelli,,,23,,,,Not sure of quantity!
12-12-2018,Omkar Ishwar,T-121218-01,Shrimp,Squid,Uroteuthis duvaucelli,,,5,100,500,,
24-12-2018,Soumya,T-241218-01,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,12.5,40,500,,Very cheap?!
25-12-2018,Darya Sagar,NS-251218-01,Shrimp,Squid,Uroteuthis duvaucelli,,,43,,3340,,"22kg sold @ 75/kg (guessed), 14kg at 70, and remaining 7 baskets"
04-01-2019,Soumya,T-040119-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,2,100,200,,
07-02-2019,Krantiveer,T-070219-01,Shrimp,Squid,Uroteuthis duvaucelli,2,Basket,3,,300,,Price estimated
11-03-2019,Badrakali,T-110319-01,Shrimp,Squid,,1,Basket,1,,100,,
18-03-2019,Badrakali,T-180319-01,Shrimp,Squid,Uroteuthis duvaucelli,1,Basket,1,,50,,Rate guessed
23-03-2019,Arundaye,T-230319-01,Shrimp,Squid,Uroteuthis duvaucelli,4,Basket,4.8,,,,
29-03-2019,Gurudutt,T-290319-01,Shrimp,Squid,Uroteuthis duvaucelli,0.33,Crate,10,100,1000,,
04-04-2019,Mansarovar,,Shrimp,Squid,Uroteuthis duvaucelli,3,Basket,4,,540,,
07-11-2018,Lakshmi,,Elasmobranchs,Stingray,,2,Number,4,,700,,
16-11-2018,Om Sai,,Elasmobranchs,Stingray,,12,Number,5,,300,,
28-01-2019,Mangal Moorthi,T-280119-01,Elasmobranchs,Stingray,,2,Number,0.75,,,,"One scaly, one sharpnose"
15-03-2019,Kohinoor,T-150819-01,Elasmobranchs,Stingray,,29,Number,5,,1300,,Weight guessed
23-03-2019,Arundaye,T-230319-01,Elasmobranchs,Stingray,,5,Number,1.2,,,,"2 scaly, 1 blue, 2 white-spotted"
04-04-2019,Mansarovar,,Elasmobranchs,Stingray,,4,Number,1,100,100,,
26-04-2019,Badrakali,T-260419-01,Elasmobranchs,Stingray,,3,Number,0.5,,500,,
23-03-2019,Arundaye,T-230319-01,High Value Species,Sula,Sillago sp.,0.5,Basket,0.5,,,,
25-03-2019,Badrakali,T-250319-01,High Value Species,Sula,Sillago sp.,1,Basket,1,,150,,
17-04-2019,Dhanalakshmi2,T-170419-01,High Value Species,Sula,Sillago sp.,0.5,Basket,0.5,,100,,
01-11-2018,Kelbai,LVB88,High Value Species,Surmai,Scomberomorus sp.,,,2.5,,700,,
02-11-2018,Vishaka,LVB89,High Value Species,Surmai,Scomberomorus sp.,0.5,Crate,15,,5000,,
03-11-2018,Shri Siddesh,NS18,High Value Species,Surmai,Scomberomorus sp.,0.66,Crate,18,,3300,,
09-11-2018,Kelbai,,High Value Species,Surmai,Scomberomorus sp.,2,Crate,56,,4900,,To be resold at market
09-11-2018,Kelbai,,High Value Species,Surmai,Scomberomorus sp.,2,Number,2,,350,,
13-11-2018,Gandharva,LVB90,High Value Species,Surmai,Scomberomorus sp.,3,Crate,84,,12900,,"One crate was sold for 4300, assuming the rest as well"
27-11-2018,Kohinoor,LVB94,High Value Species,Surmai,Scomberomorus sp.,,,8,,2500,,
29-11-2018,Ratna Bharti,T-291118-01,High Value Species,Surmai,Scomberomorus sp.,30,Number,12,,1450,,
05-12-2018,Dolphin,T-051118-01,High Value Species,Surmai,Scomberomorus sp.,2,Basket,2,,300,,Guessed
12-12-2018,Omkar Ishwar,T-121218-01,High Value Species,Surmai,Scomberomorus sp.,3,Number,0.5,,200,,
12-12-2018,Omkar Ishwar,T-121218-01,High Value Species,Surmai,Scomberomorus sp.,18,Number,5,,,,"Taken back to ship, will be sold tomorrow"
04-01-2019,Soumya,T-040119-01,High Value Species,Surmai,Scomberomorus sp.,12,Number,2.5,,500,,
09-01-2019,Vishaka,,High Value Species,Surmai,Scomberomorus sp.,1,Crate,28,,2900,,
05-02-2019,Kohinoor,,High Value Species,Surmai,Scomberomorus sp.,1,Crate,25,,3350,,
27-02-2019,Dhanalakshmi3,T-270219-01,High Value Species,Surmai,Scomberomorus sp.,,,4.5,,1100,,
21-03-2019,Nageshwar Prasad,T-210319-01,High Value Species,Surmai,Scomberomorus sp.,0.25,Crate,8,400,3200,,
23-03-2019,Arundaye,T-230319-01,High Value Species,Surmai,Scomberomorus sp.,3,Basket,3,600,,,
29-03-2019,Gurudutt,T-290319-01,High Value Species,Surmai,Scomberomorus sp.,2.5,Crate,70,500,35000,,
03-12-2018,Ganadish,T-031218-01,High Value Species,Surmai,Scomberomorus sp.,0.5,Crate,12,400,4800,,
25-12-2018,Darya Sagar,NS-251218-01,High Value Species,Surmai,Scomberomorus sp.,,,54.5,,26350,,
13-02-2019,Mansarovar,T-130219-01,High Value Species,Surmai,Scomberomorus sp.,0.5,Crate,14,425,5950,,
21-02-2019,Shri Ganesh,T-210219-01,High Value Species,Surmai,Scomberomorus sp.,0.2,Crate,5,500,2500,,
08-03-2019,Siddaprasad,T-080319-01,High Value Species,Surmai,Scomberomorus sp.,0.2,Crate,5.5,,2400,,
03-12-2018,Ganadish,T-031218-01,High Value Species,Surmai,Scomberomorus sp.,26,Number,5,,1150,,
25-12-2018,Darya Sagar,NS-251218-01,High Value Species,Surmai,Scomberomorus sp.,4,Basket,4,,650,,
07-02-2019,Krantiveer,T-070219-01,High Value Species,Surmai,Scomberomorus sp.,1,Basket,1,,,,
13-02-2019,Mansarovar,T-130219-01,High Value Species,Surmai,Scomberomorus sp.,1,Crate,28,,3000,,
21-02-2019,Shri Ganesh,T-210219-01,High Value Species,Surmai,Scomberomorus sp.,0.2,Crate,6,,1200,,
25-02-2019,Vittal Krupa,T-250219-01,High Value Species,Surmai,Scomberomorus sp.,1,Basket,1.5,,650,,
27-11-2018,Kohinoor,LVB94,High Value Species,Tardoor,Opisthopterus tardoore,1,Basket,1,50,50,,
20-12-2018,Hemavati,,High Value Species,Tardoor,Opisthopterus tardoore,1,Basket,0.5,,50,,
10-02-2019,Akash,,High Value Species,Tardoor,Opisthopterus tardoore,2,Basket,2,,180,,
11-02-2019,Soumya,T-110219-01,High Value Species,Tardoor,Opisthopterus tardoore,2,Basket,2,50,100,,
19-02-2019,Audumbar,T-190219-01,High Value Species,Tardoor,Opisthopterus tardoore,2,Basket,2,50,100,,
15-03-2019,Kohinoor,T-150819-01,High Value Species,Tardoor,Opisthopterus tardoore,1,Basket,1,,100,,
23-03-2019,Arundaye,T-230319-01,High Value Species,Tardoor,Opisthopterus tardoore,1,Basket,1,,,,
29-03-2019,Gurudutt,T-290319-01,High Value Species,Tardoor,Opisthopterus tardoore,2,Crate,56,,1400,,
04-04-2019,Mansarovar,,High Value Species,Tardoor,Opisthopterus tardoore,1,Basket,1,50,50,,
17-04-2019,Dhanalakshmi2,T-170419-01,High Value Species,Tardoor,Opisthopterus tardoore,0.5,Basket,0.5,,30,,
12-12-2018,Omkar Ishwar,T-121218-01,High Value Species,Threadfin bream,Nemipterus japonicus,1,Basket,1,,100,,
02-01-2019,Hemavati,T-020119-01,High Value Species,Threadfin bream,Nemipterus japonicus,,,7,20,140,,Sold as trash
04-01-2019,Soumya,T-040119-01,High Value Species,Threadfin bream,Nemipterus japonicus,2,Basket,2,,60,,
10-02-2019,Akash,,High Value Species,Threadfin bream,Nemipterus japonicus,1,Basket,1,,75,,Price estimated
13-02-2019,Mansarovar,T-130219-01,High Value Species,Threadfin bream,Nemipterus sp.,0.5,Crate,14,40,560,Swapnil,
19-02-2019,Audumbar,T-190219-01,High Value Species,Threadfin bream,Nemipterus sp.,0.25,Crate,7,60,420,,Estimated
21-02-2019,Shri Ganesh,T-210219-01,High Value Species,Threadfin bream,Nemipterus sp.,0.66,Crate,20,100,2000,,High rate!
04-03-2019,Kelbai,T-040319-01,High Value Species,Threadfin bream,Nemipterus sp.,,,5,80,400,,Sold fresh
04-03-2019,Kelbai,T-040319-01,High Value Species,Threadfin bream,Nemipterus sp.,1,Crate,25,60,1500,,
08-03-2019,Siddaprasad,T-080319-01,High Value Species,Threadfin bream,Nemipterus sp.,2,Basket,3,,250,,Big baskets
11-03-2019,Badrakali,T-110319-01,High Value Species,Threadfin bream,Nemipterus sp.,,,21.5,70,1505,,
13-03-2019,Chintamani,T-130819-01,High Value Species,Threadfin bream,Nemipterus sp.,,,8,90,720,,
18-03-2019,Badrakali,T-180319-01,High Value Species,Threadfin bream,Nemipterus sp.,1,Crate,28,62.5,1750,Centre,Rate is an estimate from agent
23-03-2019,Arundaye,T-230319-01,High Value Species,Threadfin bream,Nemipterus sp.,0.33,Crate,9,,,,
25-03-2019,Badrakali,T-250319-01,High Value Species,Threadfin bream,Nemipterus sp.,0.75,Crate,21,50,1050,,
29-03-2019,Gurudutt,T-290319-01,High Value Species,Threadfin bream,Nemipterus sp.,0.25,Crate,7,,,,
19-04-2019,Vishaka,T-190419-01,High Value Species,Threadfin bream,Nemipterus sp.,0.75,Crate,19.5,120,2340,,
26-04-2019,Badrakali,T-260419-01,High Value Species,Threadfin bream,Nemipterus sp.,1,Basket,1,30,30,,
21-03-2019,Nageshwar Prasad,T-210319-01,High Value Species,Threadfin bream,Nemipterus sp.,0.2,Crate,4.5,,400,,
15-03-2019,Kohinoor,T-150819-01,High Value Species,Thryssa,Thryssa sp.,1.33,Crate,37,,800,,
15-11-2018,Dwarkadish,LVB91,Shrimp,Tiger prawn,,1,Basket,1,,,,Unsold
16-11-2018,Om Sai,,Shrimp,Tiger prawn,,1,Basket,1,350,350,,
19-11-2018,Vittal Krupa,,Shrimp,Tiger prawn,,1,Basket,1,450,450,,
23-11-2018,Nageshwar Prasad,,Shrimp,Tiger prawn,,1,Basket,1.1,,1100,,
24-11-2018,Om Sai,LVB93,Shrimp,Tiger prawn,,2,Basket,2,1100,2200,,
25-12-2018,Darya Sagar,NS-251218-01,Low Value Bycatch,Trash fish - Alepes,Alepes sp.,3,Crate,84,18,1512,Swapnil,
04-01-2019,Soumya,T-040119-01,Low Value Bycatch,Trash fish - Alepes,Alepes sp.,,,54,17,918,,Mostly Alepes. No sample
04-04-2019,Mansarovar,,Low Value Bycatch,Trash fish - Moon fish,Mene maculata,1,Crate,28,16.5,462,,
25-12-2018,Darya Sagar,NS-251218-01,Low Value Bycatch,Trash fish - Nemipterus,Nemipterus japonicus,2,Crate,56,20,1120,Swapnil,
28-01-2019,Mangal Moorthi,T-280119-01,Low Value Bycatch,Trash fish - Nemipterus,Nemipterus japonicus,1.5,Crate,40,50,2000,,
02-11-2018,Vishaka,LVB89,High Value Species,Trevally,,0.5,Crate,15,,1000,,
24-11-2018,Om Sai,LVB93,High Value Species,Trevally,,9,Number,3,,1700,,
12-12-2018,Omkar Ishwar,T-121218-01,High Value Species,Trevally,Atropus atropos,2,Basket,2,,100,,"""Gabe"" in Marathi"
25-12-2018,Darya Sagar,NS-251218-01,High Value Species,Trevally,Atropus atropos,0.75,Crate,21,,550,,
09-01-2019,Vishaka,,High Value Species,Trevally,,2,Basket,2,,100,,
13-02-2019,Mansarovar,T-130219-01,High Value Species,Trevally,,,,3,,300,,
15-03-2019,Kohinoor,T-150819-01,High Value Species,Trevally,,0.25,Crate,7,,1200,,
29-03-2019,Gurudutt,T-290319-01,High Value Species,Trevally,,0.5,Crate,14,,350,,
15-03-2019,Kohinoor,T-150819-01,High Value Species,Trevally,,0.25,Crate,7,,440,,
18-03-2019,Badrakali,T-180319-01,,Unknown,,1,Basket,1,,125,,Quantity guessed
25-03-2019,Badrakali,T-250319-01,,Unknown,,7,Basket,6,,600,,Approx 7 baskets sold initially
01-11-2018,Kelbai,LVB88,High Value Species,Wolf herring,Chirocentrus dorab,,,3,,700,,
02-11-2018,Vishaka,LVB89,High Value Species,Wolf herring,Chirocentrus dorab,0.5,Crate,15,,1800,,
03-11-2018,Shri Siddesh,NS18,High Value Species,Wolf herring,Chirocentrus dorab,0.33,Crate,9,,850,,Herrings+1 shark
04-01-2019,Soumya,T-040119-01,High Value Species,Wolf herring,Chirocentrus dorab,1,Number,0.5,,75,,
13-02-2019,Mansarovar,T-130219-01,High Value Species,Wolf herring,Chirocentrus dorab,,,2,,600,,
21-03-2019,Nageshwar Prasad,T-210319-01,High Value Species,Wolf herring,Chirocentrus dorab,,,7.5,,550,,
29-03-2019,Gurudutt,T-290319-01,High Value Species,Wolf herring,Chirocentrus dorab,0.25,Crate,7,,300,,
19-04-2019,Vishaka,T-190419-01,High Value Species,Wolf herring,Chirocentrus dorab,1,Basket,1,70,70,,
23-03-2019,Arundaye,T-230319-01,High Value Species,Wolf herring,Chirocentrus dorab,1,Basket,1,,,,
