"Gear.Type","Sample","Family","Weight.g","Class","Haul.time","No.hauls"
"Trawler","e72d1ab1","Bregmacerotidae",0,"Trash","NA","NA"
"Trawler","e72d1ab1","Carangidae",369,"Trash","NA","NA"
"Trawler","e72d1ab1","Lactariidae",16,"Trash","NA","NA"
"Trawler","e72d1ab1","Loliginidae",8,"Trash","NA","NA"
"Trawler","e72d1ab1","Menidae",52,"Trash","NA","NA"
"Trawler","e72d1ab1","Penaeidae",3,"Trash","NA","NA"
"Trawler","e72d1ab1","Sepiidae",57,"Trash","NA","NA"
"Trawler","e72d1ab1","Terapontidae",26,"Trash","NA","NA"
"Trawler","e72d1ab1","Tetraodontidae",21,"Trash","NA","NA"
"Trawler","e72d1ab1","Trichiuridae",38,"Trash","NA","NA"
"Trawler","263c552d","Engraulidae",469,"Trash","NA","NA"
"Trawler","263c552d","Lactariidae",0,"Trash","NA","NA"
"Trawler","263c552d","Leiognathidae",8,"Trash","NA","NA"
"Trawler","263c552d","Menidae",84,"Trash","NA","NA"
"Trawler","263c552d","Tetraodontidae",34,"Trash","NA","NA"
"Trawler","263c552d","Trichiuridae",13,"Trash","NA","NA"
"Trawler","9bf452b8","Carangidae",100,"Trash","NA","NA"
"Trawler","ea9655b3","Carangidae",150,"Trash","NA","NA"
"Trawler","ea9655b3","Clupeidae",59,"Trash","NA","NA"
"Trawler","ea9655b3","Engraulidae",229,"Trash","NA","NA"
"Trawler","ea9655b3","Leiognathidae",0,"Trash","NA","NA"
"Trawler","ea9655b3","Loliginidae",12,"Trash","NA","NA"
"Trawler","ea9655b3","Tetraodontidae",366,"Trash","NA","NA"
"Trawler","5d8167b2","Carangidae",100,"Trash","NA","NA"
"Trawler","00ec46cc","Nemipteridae",398,"Trash","NA","NA"
"Trawler","c743f285","Carangidae",815,"Trash","NA","NA"
"Trawler","c743f285","Engraulidae",223,"Trash","NA","NA"
"Trawler","c743f285","Leiognathidae",0,"Trash","NA","NA"
"Trawler","c743f285","Loliginidae",25,"Trash","NA","NA"
"Trawler","c743f285","Menidae",28,"Trash","NA","NA"
"Trawler","c743f285","Nemipteridae",21,"Trash","NA","NA"
"Trawler","c743f285","Sciaenidae",14,"Trash","NA","NA"
"Trawler","c743f285","Sepiidae",124,"Trash","NA","NA"
"Trawler","c743f285","Synodontidae",26,"Trash","NA","NA"
"Trawler","c743f285","Tetraodontidae",79,"Trash","NA","NA"
"Trawler","c743f285","Trichiuridae",182,"Trash","NA","NA"
"Trawler","15621550","Carangidae",585,"Trash",180,4
"Trawler","1b348031","Leiognathidae",94,"Trash",180,3
"Trawler","1b348031","Nemipteridae",270,"Trash",180,3
"Trawler","ab2ab260","Carangidae",326,"Trash",240,3
"Trawler","ab2ab260","Clupeidae",7,"Trash",240,3
"Trawler","ab2ab260","Engraulidae",63,"Trash",240,3
"Trawler","ab2ab260","Lactariidae",26,"Trash",240,3
"Trawler","ab2ab260","Leiognathidae",15,"Trash",240,3
"Trawler","ab2ab260","Menidae",126,"Trash",240,3
"Trawler","ab2ab260","Nemipteridae",32,"Trash",240,3
"Trawler","ab2ab260","Priacanthidae",4,"Trash",240,3
"Trawler","ab2ab260","Sciaenidae",14,"Trash",240,3
"Trawler","ab2ab260","Tetraodontidae",217,"Trash",240,3
"Trawler","ab2ab260","Trichiuridae",73,"Trash",240,3
"Trawler","0439045a","Carangidae",17,"Trash",150,4
"Trawler","0439045a","Clupeidae",49,"Trash",150,4
"Trawler","0439045a","Leiognathidae",45,"Trash",150,4
"Trawler","0439045a","Penaeidae",0,"Trash",150,4
"Trawler","0439045a","Platycephalidae",36,"Trash",150,4
"Trawler","0439045a","Sepiidae",87,"Trash",150,4
"Trawler","0439045a","Tetraodontidae",426,"Trash",150,4
"Trawler","91281baa","Ariidae",81,"Trash",180,4
"Trawler","91281baa","Carangidae",264,"Trash",180,4
"Trawler","91281baa","Clupeidae",113,"Trash",180,4
"Trawler","91281baa","Engraulidae",21,"Trash",180,4
"Trawler","91281baa","Haemulidae",22,"Trash",180,4
"Trawler","91281baa","Leiognathidae",25,"Trash",180,4
"Trawler","91281baa","Loliginidae",12,"Trash",180,4
"Trawler","91281baa","Plotosidae",37,"Trash",180,4
"Trawler","91281baa","Sepiidae",49,"Trash",180,4
"Trawler","91281baa","Tetraodontidae",527,"Trash",180,4
"Trawler","91281baa","Triacanthidae",53,"Trash",180,4
"Trawler","84a20998","Carangidae",301,"Trash",180,4
"Trawler","84a20998","Clupeidae",42,"Trash",180,4
"Trawler","84a20998","Drepaneidae",17,"Trash",180,4
"Trawler","84a20998","Engraulidae",127,"Trash",180,4
"Trawler","84a20998","Leiognathidae",14,"Trash",180,4
"Trawler","84a20998","Terapontidae",72,"Trash",180,4
"Trawler","84a20998","Tetraodontidae",46,"Trash",180,4
"Trawler","84a20998","Triacanthidae",67,"Trash",180,4
"Trawler","84a20998","Trichiuridae",31,"Trash",180,4
"Trawler","68ba0858","Congridae",40,"Trash",195,3
"Trawler","68ba0858","Cynoglossidae",0,"Trash",195,3
"Trawler","68ba0858","Leiognathidae",14,"Trash",195,3
"Trawler","68ba0858","Nemipteridae",201,"Trash",195,3
"Trawler","68ba0858","Platycephalidae",49,"Trash",195,3
"Trawler","68ba0858","Terapontidae",26,"Trash",195,3
"Trawler","68ba0858","Tetraodontidae",654,"Trash",195,3
"Trawler","68ba0858","Trichiuridae",168,"Trash",195,3
"Trawler","403c066e","Carangidae",496,"Trash",180,3
"Trawler","403c066e","Clupeidae",65,"Trash",180,3
"Trawler","403c066e","Engraulidae",375,"Trash",180,3
"Trawler","403c066e","Lactariidae",11,"Trash",180,3
"Trawler","403c066e","Leiognathidae",63,"Trash",180,3
"Trawler","403c066e","Priacanthidae",3,"Trash",180,3
"Trawler","403c066e","Terapontidae",16,"Trash",180,3
"Trawler","403c066e","Tetraodontidae",201,"Trash",180,3
"Trawler","d8735304","Cynoglossidae",10,"Trash",135,3
"Trawler","d8735304","Leiognathidae",19,"Trash",135,3
"Trawler","d8735304","Platycephalidae",73,"Trash",135,3
"Trawler","d8735304","Sciaenidae",30,"Trash",135,3
"Trawler","d8735304","Sepiidae",124,"Trash",135,3
"Trawler","d8735304","Tetraodontidae",649,"Trash",135,3
"Trawler","4cf347eb","Carangidae",285,"Trash",180,3
"Trawler","4cf347eb","Carcharhinidae",41,"Trash",180,3
"Trawler","4cf347eb","Clupeidae",192,"Trash",180,3
"Trawler","4cf347eb","Engraulidae",74,"Trash",180,3
"Trawler","4cf347eb","Haemulidae",17,"Trash",180,3
"Trawler","4cf347eb","Lactariidae",29,"Trash",180,3
"Trawler","4cf347eb","Leiognathidae",26,"Trash",180,3
"Trawler","4cf347eb","Paralichthyidae",22,"Trash",180,3
"Trawler","4cf347eb","Platycephalidae",42,"Trash",180,3
"Trawler","4cf347eb","Serranidae",99,"Trash",180,3
"Trawler","4cf347eb","Sillaginidae",7,"Trash",180,3
"Trawler","4cf347eb","Terapontidae",0,"Trash",180,3
"Trawler","4cf347eb","Tetraodontidae",1065,"Trash",180,3
"Trawler","4cf347eb","Trichiuridae",130,"Trash",180,3
"Trawler","1d10f152","Carangidae",506,"Trash","NA",3
"Trawler","4af90f77","Carangidae",66,"Trash",180,3
"Trawler","4af90f77","Clupeidae",148,"Trash",180,3
"Trawler","4af90f77","Engraulidae",193,"Trash",180,3
"Trawler","4af90f77","Haemulidae",36,"Trash",180,3
"Trawler","4af90f77","Lactariidae",75,"Trash",180,3
"Trawler","4af90f77","Leiognathidae",622,"Trash",180,3
"Trawler","4af90f77","Sciaenidae",8,"Trash",180,3
"Trawler","4af90f77","Tetraodontidae",235,"Trash",180,3
"Trawler","4af90f77","Trichiuridae",4,"Trash",180,3
"Trawler","cf22fd08","Cynoglossidae",0,"Trash",150,3
"Trawler","cf22fd08","Haemulidae",21,"Trash",150,3
"Trawler","cf22fd08","Loliginidae",13,"Trash",150,3
"Trawler","cf22fd08","Sepiidae",21,"Trash",150,3
"Trawler","cf22fd08","Squillidae",4,"Trash",150,3
"Trawler","cf22fd08","Tetraodontidae",745,"Trash",150,3
"Trawler","f35cb848","Cynoglossidae",8,"Trash",180,3.5
"Trawler","f35cb848","Leiognathidae",444,"Trash",180,3.5
"Trawler","f35cb848","Menidae",68,"Trash",180,3.5
"Trawler","f35cb848","Platycephalidae",139,"Trash",180,3.5
"Trawler","f35cb848","Serranidae",26,"Trash",180,3.5
"Trawler","f35cb848","Synodontidae",0,"Trash",180,3.5
"Trawler","f35cb848","Tetraodontidae",177,"Trash",180,3.5
"Trawler","f35cb848","Trichiuridae",73,"Trash",180,3.5
"Trawler","5a63cd73","Carangidae",461,"Trash",210,3
"Trawler","5a63cd73","Clupeidae",56,"Trash",210,3
"Trawler","5a63cd73","Engraulidae",15,"Trash",210,3
"Trawler","5a63cd73","Leiognathidae",321,"Trash",210,3
"Trawler","2f595bdc","Carangidae",168,"Trash",210,3
"Trawler","2f595bdc","Clupeidae",112,"Trash",210,3
"Trawler","2f595bdc","Engraulidae",207,"Trash",210,3
"Trawler","2f595bdc","Lactariidae",7,"Trash",210,3
"Trawler","2f595bdc","Leiognathidae",16,"Trash",210,3
"Trawler","2f595bdc","Loliginidae",13,"Trash",210,3
"Trawler","2f595bdc","Menidae",527,"Trash",210,3
"Trawler","2f595bdc","Monacanthidae",201,"Trash",210,3
"Trawler","2f595bdc","Polynemidae",50,"Trash",210,3
"Trawler","2f595bdc","Sepiidae",4,"Trash",210,3
"Trawler","2f595bdc","Tetraodontidae",7,"Trash",210,3
"Trawler","7acd8da0","Carangidae",103,"Trash",135,3
"Trawler","7acd8da0","Clupeidae",53,"Trash",135,3
"Trawler","7acd8da0","Engraulidae",61,"Trash",135,3
"Trawler","7acd8da0","Leiognathidae",113,"Trash",135,3
"Trawler","7acd8da0","Platycephalidae",134,"Trash",135,3
"Trawler","7acd8da0","Sciaenidae",25,"Trash",135,3
"Trawler","7acd8da0","Terapontidae",26,"Trash",135,3
"Trawler","d2a0a3a9","Carangidae",65,"Trash",240,3.5
"Trawler","d2a0a3a9","Clupeidae",40,"Trash",240,3.5
"Trawler","d2a0a3a9","Engraulidae",242,"Trash",240,3.5
"Trawler","d2a0a3a9","Lactariidae",0,"Trash",240,3.5
"Trawler","d2a0a3a9","Leiognathidae",484,"Trash",240,3.5
"Trawler","d2a0a3a9","Loliginidae",29,"Trash",240,3.5
"Trawler","d2a0a3a9","Menidae",248,"Trash",240,3.5
"Trawler","d2a0a3a9","Nemipteridae",25,"Trash",240,3.5
"Trawler","d2a0a3a9","Sepiidae",12,"Trash",240,3.5
"Trawler","d2a0a3a9","Terapontidae",75,"Trash",240,3.5
"Trawler","d2a0a3a9","Tetraodontidae",266,"Trash",240,3.5
"Trawler","d2a0a3a9","Trichiuridae",8,"Trash",240,3.5
"Trawler","71655aa6","Carangidae",25,"Trash",135,3
"Trawler","71655aa6","Clupeidae",126,"Trash",135,3
"Trawler","71655aa6","Congridae",92,"Trash",135,3
"Trawler","71655aa6","Cynoglossidae",0,"Trash",135,3
"Trawler","71655aa6","Engraulidae",26,"Trash",135,3
"Trawler","71655aa6","Lactariidae",18,"Trash",135,3
"Trawler","71655aa6","Leiognathidae",31,"Trash",135,3
"Trawler","71655aa6","Platycephalidae",265,"Trash",135,3
"Trawler","71655aa6","Portunidae",40,"Trash",135,3
"Trawler","71655aa6","Sciaenidae",8,"Trash",135,3
"Trawler","71655aa6","Serranidae",38,"Trash",135,3
"Trawler","71655aa6","Terapontidae",288,"Trash",135,3
"Trawler","71655aa6","Tetraodontidae",479,"Trash",135,3
"Trawler","452cd658","Carangidae",5,"Trash",180,4
"Trawler","452cd658","Clupeidae",13,"Trash",180,4
"Trawler","452cd658","Echeneidae",28,"Trash",180,4
"Trawler","452cd658","Engraulidae",202,"Trash",180,4
"Trawler","452cd658","Lactariidae",23,"Trash",180,4
"Trawler","452cd658","Leiognathidae",335,"Trash",180,4
"Trawler","452cd658","Loliginidae",30,"Trash",180,4
"Trawler","452cd658","Menidae",286,"Trash",180,4
"Trawler","452cd658","Terapontidae",162,"Trash",180,4
"Trawler","452cd658","Tetraodontidae",26,"Trash",180,4
"Trawler","452cd658","Triacanthidae",96,"Trash",180,4
"Trawler","452cd658","Trichiuridae",23,"Trash",180,4
"Trawler","f7608bc6","Carangidae",45,"Trash",180,3
"Trawler","f7608bc6","Clupeidae",30,"Trash",180,3
"Trawler","f7608bc6","Congridae",89,"Trash",180,3
"Trawler","f7608bc6","Cynoglossidae",24,"Trash",180,3
"Trawler","f7608bc6","Engraulidae",23,"Trash",180,3
"Trawler","f7608bc6","Leiognathidae",325,"Trash",180,3
"Trawler","f7608bc6","Sciaenidae",37,"Trash",180,3
"Trawler","f7608bc6","Serranidae",152,"Trash",180,3
"Trawler","f7608bc6","Sphyraenidae",18,"Trash",180,3
"Trawler","f7608bc6","Terapontidae",477,"Trash",180,3
"Trawler","f7608bc6","Tetraodontidae",191,"Trash",180,3
"Trawler","ad2f0df8","Carangidae",151,"Trash",180,3
"Trawler","ad2f0df8","Clupeidae",98,"Trash",180,3
"Trawler","ad2f0df8","Cynoglossidae",100,"Trash",180,3
"Trawler","ad2f0df8","Engraulidae",41,"Trash",180,3
"Trawler","ad2f0df8","Leiognathidae",397,"Trash",180,3
"Trawler","ad2f0df8","Nemipteridae",217,"Trash",180,3
"Trawler","ad2f0df8","Platycephalidae",153,"Trash",180,3
"Trawler","ad2f0df8","Serranidae",70,"Trash",180,3
"Trawler","ad2f0df8","Terapontidae",28,"Trash",180,3
"Trawler","0f3dde4d","Ariidae",376,"Trash",180,4
"Trawler","0f3dde4d","Carangidae",217,"Trash",180,4
"Trawler","0f3dde4d","Clupeidae",38,"Trash",180,4
"Trawler","0f3dde4d","Engraulidae",155,"Trash",180,4
"Trawler","0f3dde4d","Haemulidae",38,"Trash",180,4
"Trawler","0f3dde4d","Lactariidae",11,"Trash",180,4
"Trawler","0f3dde4d","Leiognathidae",151,"Trash",180,4
"Trawler","0f3dde4d","Loliginidae",4,"Trash",180,4
"Trawler","0f3dde4d","Nemipteridae",12,"Trash",180,4
"Trawler","0f3dde4d","Penaeidae",0,"Trash",180,4
"Trawler","0f3dde4d","Squillidae",18,"Trash",180,4
"Trawler","0f3dde4d","Terapontidae",306,"Trash",180,4
"Trawler","0f3dde4d","Tetraodontidae",14,"Trash",180,4
"Trawler","0f3dde4d","Trichiuridae",44,"Trash",180,4
"Trawler","c952d7ca","Clupeidae",42,"Trash",180,4
"Trawler","c952d7ca","Congridae",11,"Trash",180,4
"Trawler","c952d7ca","Engraulidae",91,"Trash",180,4
"Trawler","c952d7ca","Haemulidae",17,"Trash",180,4
"Trawler","c952d7ca","Leiognathidae",31,"Trash",180,4
"Trawler","c952d7ca","Platycephalidae",69,"Trash",180,4
"Trawler","c952d7ca","Synanceiidae",13,"Trash",180,4
"Trawler","c952d7ca","Terapontidae",668,"Trash",180,4
"Trawler","39af1917","Carangidae",122,"Trash",180,3
"Trawler","39af1917","Clupeidae",611,"Trash",180,3
"Trawler","39af1917","Congridae",16,"Trash",180,3
"Trawler","39af1917","Engraulidae",332,"Trash",180,3
"Trawler","39af1917","Leiognathidae",535,"Trash",180,3
"Trawler","39af1917","Penaeidae",0,"Trash",180,3
"Trawler","39af1917","Platycephalidae",46,"Trash",180,3
"Trawler","39af1917","Terapontidae",28,"Trash",180,3
"Trawler","39af1917","Tetraodontidae",13,"Trash",180,3
"Trawler","baa6b098","Cynoglossidae",3,"Trash",180,3
"Trawler","baa6b098","Nemipteridae",1289,"Trash",180,3
"Trawler","baa6b098","Portunidae",0,"Trash",180,3
"Trawler","baa6b098","Sepiidae",0,"Trash",180,3
"Trawler","e12b3db0","Clupeidae",54,"Trash",126,1.5
"Trawler","e12b3db0","Leiognathidae",522,"Trash",126,1.5
"Trawler","e12b3db0","Nemipteridae",95,"Trash",126,1.5
"Trawler","e12b3db0","Platycephalidae",61,"Trash",126,1.5
"Trawler","e12b3db0","Serranidae",48,"Trash",126,1.5
"Trawler","e12b3db0","Terapontidae",15,"Trash",126,1.5
"Trawler","1cfc4ede","Carangidae",243,"Trash",180,2
"Trawler","1cfc4ede","Clupeidae",76,"Trash",180,2
"Trawler","1cfc4ede","Cynoglossidae",8,"Trash",180,2
"Trawler","1cfc4ede","Engraulidae",306,"Trash",180,2
"Trawler","1cfc4ede","Leiognathidae",107,"Trash",180,2
"Trawler","1cfc4ede","Sciaenidae",22,"Trash",180,2
"Trawler","1cfc4ede","Sepiidae",0,"Trash",180,2
"Trawler","1cfc4ede","Serranidae",85,"Trash",180,2
"Trawler","1cfc4ede","Tetraodontidae",27,"Trash",180,2
"Trawler","83d48d37","Ariidae",51,"Trash",240,2.5
"Trawler","83d48d37","Carangidae",57,"Trash",240,2.5
"Trawler","83d48d37","Clupeidae",103,"Trash",240,2.5
"Trawler","83d48d37","Engraulidae",96,"Trash",240,2.5
"Trawler","83d48d37","Leiognathidae",116,"Trash",240,2.5
"Trawler","83d48d37","Nemipteridae",15,"Trash",240,2.5
"Trawler","83d48d37","Penaeidae",0,"Trash",240,2.5
"Trawler","83d48d37","Terapontidae",19,"Trash",240,2.5
"Trawler","83d48d37","Trichiuridae",234,"Trash",240,2.5
"Trawler","7358d8f0","Carangidae",44,"Trash","NA",3
"Trawler","7358d8f0","Clupeidae",37,"Trash","NA",3
"Trawler","7358d8f0","Engraulidae",91,"Trash","NA",3
"Trawler","7358d8f0","Lactariidae",38,"Trash","NA",3
"Trawler","7358d8f0","Leiognathidae",332,"Trash","NA",3
"Trawler","7358d8f0","Loliginidae",31,"Trash","NA",3
"Trawler","5ecef62d","Carangidae",186,"Trash",180,3
"Trawler","5ecef62d","Clupeidae",47,"Trash",180,3
"Trawler","5ecef62d","Congridae",45,"Trash",180,3
"Trawler","5ecef62d","Dasyatidae",48,"Trash",180,3
"Trawler","5ecef62d","Engraulidae",123,"Trash",180,3
"Trawler","5ecef62d","Lactariidae",4,"Trash",180,3
"Trawler","5ecef62d","Muraenesocidae",71,"Trash",180,3
"Trawler","5ecef62d","Platycephalidae",57,"Trash",180,3
"Trawler","5ecef62d","Synanceiidae",50,"Trash",180,3
"Trawler","5ecef62d","Terapontidae",41,"Trash",180,3
"Trawler","5ecef62d","Trichiuridae",19,"Trash",180,3
"Trawler","827e7494","Engraulidae",60,"Trash",180,2
"Trawler","827e7494","Leiognathidae",11,"Trash",180,2
"Trawler","827e7494","Nemipteridae",25,"Trash",180,2
"Trawler","827e7494","Penaeidae",0,"Trash",180,2
"Trawler","827e7494","Platycephalidae",41,"Trash",180,2
"Trawler","827e7494","Sepiidae",153,"Trash",180,2
"Trawler","827e7494","Tetraodontidae",525,"Trash",180,2
"Trawler","827e7494","Trichiuridae",44,"Trash",180,2
"Trawler","3e7f867e","Apogonidae",0,"Trash",180,3
"Trawler","3e7f867e","Carangidae",20,"Trash",180,3
"Trawler","3e7f867e","Clupeidae",269,"Trash",180,3
"Trawler","3e7f867e","Engraulidae",223,"Trash",180,3
"Trawler","3e7f867e","Lactariidae",35,"Trash",180,3
"Trawler","3e7f867e","Leiognathidae",324,"Trash",180,3
"Trawler","3e7f867e","Loliginidae",127,"Trash",180,3
"Trawler","3e7f867e","Sciaenidae",12,"Trash",180,3
"Trawler","3e7f867e","Squillidae",6,"Trash",180,3
"Trawler","3e7f867e","Tetraodontidae",34,"Trash",180,3
"Trawler","3e7f867e","Trichiuridae",37,"Trash",180,3
"Trawler","a0bdc345","Carangidae",70,"Trash","NA",3
"Trawler","a0bdc345","Engraulidae",215,"Trash","NA",3
"Trawler","a0bdc345","Lactariidae",4,"Trash","NA",3
"Trawler","a0bdc345","Leiognathidae",398,"Trash","NA",3
"Trawler","a0bdc345","Loliginidae",11,"Trash","NA",3
"Trawler","a0bdc345","Mugilidae",32,"Trash","NA",3
"Trawler","a0bdc345","Trichiuridae",28,"Trash","NA",3
"Trawler","2e4e56c2","Carangidae",156,"Trash","NA","NA"
"Trawler","2e4e56c2","Haemulidae",30,"Trash","NA","NA"
"Trawler","2e4e56c2","Lactariidae",30,"Trash","NA","NA"
"Trawler","2e4e56c2","Leiognathidae",248,"Trash","NA","NA"
"Trawler","2e4e56c2","Nemipteridae",100,"Trash","NA","NA"
"Trawler","2e4e56c2","Sciaenidae",0,"Trash","NA","NA"
"Trawler","2e4e56c2","Terapontidae",46,"Trash","NA","NA"
"Trawler","2e4e56c2","Trichiuridae",142,"Trash","NA","NA"
"Trawler","04e56582","Apogonidae",8,"Trash",180,2.5
"Trawler","04e56582","Clupeidae",35,"Trash",180,2.5
"Trawler","04e56582","Engraulidae",30,"Trash",180,2.5
"Trawler","04e56582","Haemulidae",24,"Trash",180,2.5
"Trawler","04e56582","Leiognathidae",20,"Trash",180,2.5
"Trawler","04e56582","Platycephalidae",307,"Trash",180,2.5
"Trawler","04e56582","Sepiidae",0,"Trash",180,2.5
"Trawler","04e56582","Synanceiidae",23,"Trash",180,2.5
"Trawler","04e56582","Terapontidae",28,"Trash",180,2.5
"Trawler","04e56582","Triacanthidae",82,"Trash",180,2.5
"Trawler","04e56582","Trichiuridae",85,"Trash",180,2.5
"Trawler","50489f4f","Clupeidae",46,"Trash",180,2.5
"Trawler","50489f4f","Engraulidae",677,"Trash",180,2.5
"Trawler","50489f4f","Sciaenidae",15,"Trash",180,2.5
"Trawler","50489f4f","Sepiidae",89,"Trash",180,2.5
"Trawler","50489f4f","Trichiuridae",77,"Trash",180,2.5
"Trawler","d64d4e2f","Nemipteridae",215,"Trash","NA",3.5
"Trawler","5daef076","Carangidae",30,"Trash",165,4
"Trawler","5daef076","Clupeidae",95,"Trash",165,4
"Trawler","5daef076","Engraulidae",119,"Trash",165,4
"Trawler","5daef076","Haemulidae",66,"Trash",165,4
"Trawler","5daef076","Leiognathidae",441,"Trash",165,4
"Trawler","5daef076","Loliginidae",33,"Trash",165,4
"Trawler","5daef076","Menidae",9,"Trash",165,4
"Trawler","5daef076","Scombridae",0,"Trash",165,4
"Trawler","5daef076","Sphyraenidae",0,"Trash",165,4
"Trawler","6c36da0f","Nemipteridae",207,"Trash",180,3
"Trawler","0561bd8e","Engraulidae",46,"Trash",240,4
"Trawler","0561bd8e","Leiognathidae",199,"Trash",240,4
"Trawler","0561bd8e","Loliginidae",64,"Trash",240,4
"Trawler","0561bd8e","Menidae",54,"Trash",240,4
"Trawler","0561bd8e","Scombridae",0,"Trash",240,4
"Trawler","0561bd8e","Squillidae",6,"Trash",240,4
"Trawler","0561bd8e","Tetraodontidae",7,"Trash",240,4
"Trawler","0561bd8e","Trichiuridae",45,"Trash",240,4
"Trawler","8b5422d9","Carangidae",103,"Trash",300,3
"Trawler","8b5422d9","Engraulidae",64,"Trash",300,3
"Trawler","8b5422d9","Leiognathidae",77,"Trash",300,3
"Trawler","8b5422d9","Loliginidae",37,"Trash",300,3
"Trawler","8b5422d9","Menidae",87,"Trash",300,3
"Trawler","8b5422d9","Nemipteridae",22,"Trash",300,3
"Trawler","8b5422d9","Penaeidae",3,"Trash",300,3
"Trawler","8b5422d9","Scombridae",3,"Trash",300,3
"Trawler","8b5422d9","Sepiidae",30,"Trash",300,3
"Trawler","8b5422d9","Tetraodontidae",97,"Trash",300,3
"Trawler","8b5422d9","Trichiuridae",59,"Trash",300,3
